time,thrust,rate_sp.x,rate_sp.y,rate_sp.z,tau_sp.x,tau_sp.y,tau_sp.z,m.1,m.2,m.3,m.4
2090,0,-3.6214e-05,0.00326613,0.0208522,-0.00203181,-0.000114472,7.6387e-05,-0.167758,-0.167908,0.566667,-0.231001
2095,0,-3.26489e-05,0.00303196,0.0207342,-0.00227015,-0.000115049,7.94429e-05,-0.167757,-0.167897,0.566668,-0.231014
2100,0,-2.91159e-05,0.00279859,0.0206161,-0.00240725,-0.000111655,7.91324e-05,-0.167759,-0.167887,0.566657,-0.231011
2105,0,-2.56319e-05,0.0025655,0.0204982,-0.00234806,-0.000119385,8.17049e-05,-0.16775,-0.167899,0.566679,-0.231029
2110,0,-2.21827e-05,0.00233239,0.0203804,-0.0023696,-0.000116029,7.6281e-05,-0.167746,-0.167903,0.566661,-0.231013
2115,0,-1.87824e-05,0.00209914,0.0202626,-0.00242604,-0.000120215,6.95419e-05,-0.167723,-0.167923,0.566655,-0.231009
2120,0,-1.54171e-05,0.00186571,0.020145,-0.00239445,-0.000119691,7.96913e-05,-0.167745,-0.167903,0.566674,-0.231027
2125,0,-1.20937e-05,0.00163192,0.0200277,-0.00225458,-0.000123297,8.13961e-05,-0.167745,-0.16791,0.566689,-0.231034
2130,0,-8.80938e-06,0.00139741,0.0199104,-0.00216573,-0.000137037,7.68902e-05,-0.167711,-0.167948,0.566709,-0.23105
2135,0,-5.56419e-06,0.00116174,0.0197932,-0.00194503,-0.000134514,7.43047e-05,-0.167716,-0.167954,0.566705,-0.231035
2140,0,-2.3637e-06,0.000924401,0.0196764,-0.00152073,-0.000136394,6.40324e-05,-0.167701,-0.167987,0.566697,-0.231009
2145,0,7.97678e-07,0.000684801,0.0195597,-0.0010085,-0.000134694,6.94852e-05,-0.167722,-0.16798,0.566712,-0.231009
2150,0,3.91994e-06,0.000442303,0.0194432,-0.000374132,-0.000133927,6.51076e-05,-0.16772,-0.167992,0.566706,-0.230994
2155,0,7.00168e-06,0.000196245,0.0193267,0.000475003,-0.000141199,6.5495e-05,0.168005,0.167706,0.23101,-0.566721
2160,0,1.00387e-05,-5.36609e-05,0.0192105,0.00117016,-0.000142398,6.99847e-05,0.167992,0.167706,0.231027,-0.566726
2165,0,1.30381e-05,-0.000306807,0.0190941,0.00183331,-0.000138389,6.93261e-05,0.167974,0.167701,0.23103,-0.566705
2170,0,1.59997e-05,-0.000562501,0.0189775,0.00238988,-0.000133406,6.67388e-05,0.167955,0.167692,0.231029,-0.566676
2175,0,1.89207e-05,-0.000820087,0.0188609,0.00270096,-0.000141025,6.61935e-05,0.167962,0.167667,0.231052,-0.566681
2180,0,2.17985e-05,-0.00107893,0.0187439,0.00289527,-0.000151337,7.07913e-05,0.167967,0.167649,0.231088,-0.566704
2185,0,2.46414e-05,-0.00133844,0.0186268,0.0030113,-0.000152211,6.1913e-05,0.167982,0.167626,0.231076,-0.566684
2190,0,2.74256e-05,-0.00159669,0.0185086,0.00294809,-0.000138343,6.55504e-05,0.16795,0.167662,0.231054,-0.566666
2195,0,2.97586e-05,-0.00182372,0.0183716,0.00292975,-0.000123066,4.99986e-05,0.167951,0.167663,0.230992,-0.566606
2200,0,3.09055e-05,-0.00196363,0.0181811,0.00259806,-6.26963e-05,8.75316e-06,0.167924,0.167711,0.230781,-0.566416
2205,0,3.01525e-05,-0.00195956,0.0179029,0.00218924,4.00552e-05,-4.83214e-05,0.167845,0.167813,-0.566461,0.230803
2210,0,2.75834e-05,-0.00181092,0.0175373,0.00157696,9.92063e-05,-9.2919e-05,0.16783,0.167855,-0.566679,0.230994
2215,0,2.43725e-05,-0.00160125,0.0171359,0.00102599,0.000108904,-0.000109982,0.167853,0.167849,-0.56674,0.231038
2220,0,2.12104e-05,-0.00138333,0.0167316,0.000382804,0.000112158,-0.000113053,0.167858,0.167855,-0.566758,0.231046
2225,0,1.81755e-05,-0.00116257,0.0163272,-0.00033929,0.000119151,-0.000108532,-0.167877,-0.167835,-0.23105,0.566763
2230,0,1.52614e-05,-0.000939401,0.0159232,-0.000783692,0.000125757,-0.000119618,-0.167866,-0.167841,-0.231088,0.566795
2235,0,1.24737e-05,-0.000714782,0.0155194,-0.00121794,0.000130583,-0.000118797,-0.167872,-0.167825,-0.231101,0.566798
2240,0,9.80962e-06,-0.00048947,0.0151154,-0.00132474,0.000119651,-0.000119276,-0.167848,-0.167846,-0.231082,0.566776
2245,0,7.26432e-06,-0.000263956,0.0147112,-0.0013662,0.000115317,-0.000119971,-0.167837,-0.167855,-0.231076,0.566768
2250,0,4.84195e-06,-3.85079e-05,0.0143071,-0.00145194,0.000125895,-0.000121413,-0.167854,-0.167836,-0.231101,0.56679
2255,0,2.5467e-06,0.000186746,0.0139028,-0.00149361,0.000121309,-0.000124014,-0.167839,-0.167849,-0.231098,0.566786
2260,0,3.68804e-07,0.000411767,0.0134987,-0.00139057,0.000129623,-0.000135747,-0.167834,-0.167858,-0.231135,0.566827
2265,0,-1.68337e-06,0.000636424,0.0130943,-0.00134952,0.000136771,-0.00013371,-0.167853,-0.16784,-0.231145,0.566838
2270,0,-3.60981e-06,0.000860536,0.0126901,-0.00126976,0.000130027,-0.000142512,-0.167823,-0.167872,-0.231148,0.566843
2275,0,-5.4203e-06,0.00108386,0.0122857,-0.00100734,0.000129608,-0.000135041,-0.16784,-0.167862,-0.231129,0.566831
2280,0,-7.10506e-06,0.00130612,0.0118813,-0.000601582,0.000136077,-0.000145569,-0.167836,-0.167874,-0.231158,0.566868
2285,0,-8.66549e-06,0.00152706,0.011477,-0.000110641,0.000137325,-0.000146885,-0.167838,-0.167876,-0.231161,0.566876
2290,0,-1.01002e-05,0.0017464,0.0110731,0.00049319,0.000136113,-0.000139673,0.167863,0.167849,-0.566858,0.231146
2295,0,-1.14148e-05,0.00196411,0.0106695,0.00108099,0.000131841,-0.000150258,0.167887,0.167814,-0.566865,0.231164
2300,0,-1.26008e-05,0.00218061,0.0102661,0.00155368,0.000148204,-0.000155693,0.167858,0.167828,-0.5669,0.231214
2305,0,-1.36695e-05,0.00239632,0.00986293,0.0018609,0.000140603,-0.000155424,0.167866,0.167808,-0.566879,0.231205
2310,0,-1.46111e-05,0.00261165,0.00946033,0.00206618,0.00014465,-0.000156191,0.167855,0.167809,-0.566883,0.231219
2315,0,-1.54241e-05,0.00282692,0.00905769,0.00210545,0.000140415,-0.000162126,0.167874,0.167788,-0.566886,0.231224
2320,0,-1.6117e-05,0.00304242,0.00865513,0.00217479,0.000145069,-0.000166584,0.167872,0.167787,-0.566902,0.231243
2325,0,-1.66688e-05,0.00325467,0.00825499,0.0020328,0.000146543,-0.000159217,0.167858,0.167808,-0.566894,0.231228
2330,0,-1.69391e-05,0.00343006,0.00787792,0.00177819,9.72012e-05,-0.000151214,0.167945,0.167732,-0.566786,0.231109
2335,0,-1.67862e-05,0.00352155,0.00755315,0.00130026,5.12954e-05,-0.000118571,0.16798,0.167714,-0.56664,0.230945
2340,0,-1.60988e-05,0.00348164,0.00730969,0.000773116,-2.54739e-05,-6.46868e-05,0.566489,-0.230782,-0.167931,-0.167776
2345,0,-1.48164e-05,0.00327822,0.00716798,1.84493e-05,-0.000125598,-4.69718e-06,0.566572,-0.230857,-0.167618,-0.168096
2350,0,-1.29661e-05,0.00291598,0.00712444,-0.000989013,-0.000224157,4.62152e-05,-0.1675,-0.168203,0.566843,-0.23114
2355,0,-1.06681e-05,0.00243661,0.00715385,-0.00183716,-0.000260145,8.1299e-05,-0.167484,-0.168191,0.566969,-0.231295
2360,0,-8.26176e-06,0.00193543,0.00719726,-0.00237735,-0.000269399,7.01166e-05,-0.16743,-0.168218,0.566952,-0.231304
2365,0,-5.8352e-06,0.00143507,0.0072408,-0.00278874,-0.000266295,7.45595e-05,-0.167432,-0.168191,0.566942,-0.231319
2370,0,-3.38908e-06,0.000935214,0.0072847,-0.00297738,-0.000280628,7.993e-05,-0.167408,-0.168202,0.566975,-0.231365
2375,0,-9.22009e-07,0.000435599,0.00732869,-0.0030632,-0.000281264,7.42896e-05,-0.167393,-0.168212,0.566962,-0.231358
2380,0,1.55764e-06,-6.39469e-05,0.00737308,-0.00301711,-0.000278895,8.2994e-05,-0.167416,-0.168191,0.566976,-0.231369
2385,0,4.06103e-06,-0.000563538,0.00741778,-0.00296177,-0.00029068,6.68712e-05,-0.167363,-0.168249,0.56697,-0.231358
2390,0,6.57979e-06,-0.00106323,0.00746298,-0.00287297,-0.000291912,7.06196e-05,-0.167371,-0.168247,0.566983,-0.231365
2395,0,9.11811e-06,-0.00156309,0.00750826,-0.00268442,-0.000300895,8.1277e-05,-0.16738,-0.16825,0.567028,-0.231398
2400,0,1.16718e-05,-0.00206317,0.00755386,-0.00246118,-0.00030408,7.61141e-05,-0.167371,-0.168273,0.56703,-0.231387
2405,0,1.42423e-05,-0.00256364,0.00759973,-0.00226905,-0.000306766,8.25881e-05,-0.167383,-0.168271,0.567054,-0.2314
2410,0,1.68309e-05,-0.00306472,0.00764546,-0.00182543,-0.000313583,7.57225e-05,-0.167367,-0.168308,0.567065,-0.231389
2415,0,1.9432e-05,-0.00356662,0.00769114,-0.0013727,-0.000313947,8.45085e-05,-0.167392,-0.1683,0.567091,-0.231399
2420,0,2.20528e-05,-0.00406962,0.00773656,-0.000666697,-0.000319789,8.63659e-05,-0.167392,-0.168317,0.567115,-0.231406
2425,0,2.46903e-05,-0.00457402,0.00778113,3.60203e-05,-0.000312374,8.45678e-05,0.168308,0.167406,0.231385,-0.567099
2430,0,2.73404e-05,-0.00507997,0.00782503,0.000816258,-0.000321479,7.51289e-05,0.168341,0.167366,0.231388,-0.567095
2435,0,3.0017e-05,-0.00558726,0.0078679,0.00140008,-0.000313209,7.71057e-05,0.168313,0.167378,0.231383,-0.567075
2440,0,3.27034e-05,-0.00609563,0.0079097,0.00185854,-0.000328013,7.86987e-05,0.16833,0.167343,0.231424,-0.567098
2445,0,3.54093e-05,-0.00660481,0.00795096,0.00226507,-0.000330287,8.86659e-05,0.168305,0.167349,0.231459,-0.567113
2450,0,3.81349e-05,-0.00711456,0.00799146,0.0024231,-0.000338283,8.66663e-05,0.168321,0.167325,0.231475,-0.56712
2455,0,4.08771e-05,-0.00762464,0.00803143,0.00251496,-0.000339979,7.15269e-05,0.168351,0.167289,0.231451,-0.567091
2460,0,4.36376e-05,-0.00813479,0.00807104,0.00247528,-0.000340914,9.20289e-05,0.168314,0.167328,0.231492,-0.567135
2465,0,4.63924e-05,-0.00864134,0.00810854,0.00236731,-0.000329735,7.17749e-05,0.168335,0.167314,0.231427,-0.567075
2470,0,4.88413e-05,-0.00911123,0.00812405,0.00193716,-0.000325133,5.6837e-05,0.168366,0.167304,0.231377,-0.567048
2475,0,5.05289e-05,-0.00949694,0.00808842,0.00168767,-0.000262,2.90513e-05,0.168301,0.16738,0.231192,-0.566873
2480,0,5.10025e-05,-0.00975071,0.00797349,0.000982211,-0.000171542,-2.81515e-05,0.566703,-0.231,-0.167568,-0.168135
2485,0,4.99687e-05,-0.00984037,0.00775923,0.000302699,-8.11712e-05,-9.37104e-05,0.566659,-0.230946,-0.167881,-0.167832
2490,0,4.75058e-05,-0.00976908,0.00744916,-0.000740122,9.09052e-06,-0.000135879,-0.167604,-0.168104,-0.23089,0.566597
2495,0,4.4086e-05,-0.00957841,0.00706851,-0.001663,3.36421e-05,-0.000181587,-0.167549,-0.168133,-0.231041,0.566723
2500,0,4.05824e-05,-0.00936423,0.00667553,-0.00233667,5.24172e-05,-0.000173223,-0.167586,-0.168064,-0.231078,0.566728
2505,0,3.71961e-05,-0.0091496,0.00628339,-0.00258527,4.84992e-05,-0.00018406,-0.16755,-0.168086,-0.231099,0.566734
2510,0,3.39299e-05,-0.00893491,0.00589219,-0.00276784,5.33833e-05,-0.000180412,-0.167561,-0.168063,-0.231107,0.566731
2515,0,3.07797e-05,-0.00872046,0.00550085,-0.00275683,6.35882e-05,-0.000191224,-0.16756,-0.168065,-0.231148,0.566773
2520,0,2.77483e-05,-0.0085064,0.00510956,-0.00273826,5.85494e-05,-0.000187431,-0.167559,-0.168068,-0.23113,0.566756
2525,0,2.48272e-05,-0.00829281,0.00471783,-0.00272463,6.71706e-05,-0.000186423,-0.167578,-0.168049,-0.231144,0.566772
2530,0,2.20318e-05,-0.00807974,0.00432587,-0.00257331,5.93864e-05,-0.000198675,-0.167543,-0.168094,-0.231149,0.566785
2535,0,1.93496e-05,-0.00786717,0.00393341,-0.0024225,6.55096e-05,-0.000195923,-0.167565,-0.168081,-0.231151,0.566796
2540,0,1.6789e-05,-0.00765511,0.00354069,-0.00223204,6.64877e-05,-0.000200435,-0.167563,-0.168093,-0.231157,0.566812
2545,0,1.43386e-05,-0.00744358,0.0031473,-0.00196567,6.45507e-05,-0.000199231,-0.167568,-0.168101,-0.231144,0.566813
2550,0,1.20099e-05,-0.00723262,0.00275315,-0.00142563,5.86684e-05,-0.000196407,-0.167573,-0.168117,-0.231116,0.566806
2555,0,9.80543e-06,-0.00702219,0.00235802,-0.00102168,7.06861e-05,-0.000211374,-0.167573,-0.168129,-0.231163,0.566865
2560,0,7.70716e-06,-0.00681226,0.0019619,-0.000382183,7.33509e-05,-0.000204972,-0.167596,-0.168116,-0.231151,0.566863
2565,0,5.73043e-06,-0.00660275,0.00156458,0.000500456,6.74818e-05,-0.000208546,0.168135,0.167577,-0.566858,0.231147
2570,0,3.86825e-06,-0.0063935,0.001166,0.00114865,6.36638e-05,-0.000211343,0.168141,0.167557,-0.56685,0.231151
2575,0,2.12481e-06,-0.00618429,0.000766262,0.00181322,6.78057e-05,-0.000217592,0.168134,0.167542,-0.566859,0.231183
2580,0,5.01517e-07,-0.00597492,0.000365764,0.00234298,6.44475e-05,-0.000219603,0.168132,0.167518,-0.566843,0.231193
2585,0,-1.00723e-06,-0.00576526,-3.51369e-05,0.00273829,7.57709e-05,-0.000214913,0.168088,0.167538,-0.566845,0.231218
2590,0,-2.407e-06,-0.00555522,-0.000436351,0.00294511,7.3331e-05,-0.000219402,0.168095,0.167518,-0.566842,0.231229
2595,0,-3.68385e-06,-0.00534476,-0.000837699,0.0030569,7.79798e-05,-0.000230266,0.168104,0.167501,-0.566869,0.231264
2600,0,-4.84753e-06,-0.00513387,-0.00123873,0.00294659,8.54292e-05,-0.000230224,0.168093,0.16752,-0.566887,0.231275
2605,0,-5.89108e-06,-0.00492658,-0.00163709,0.00280515,7.11903e-05,-0.000242427,0.16815,0.167472,-0.566888,0.231266
2610,0,-6.80611e-06,-0.00475718,-0.00201148,0.00249154,4.74879e-05,-0.000217118,0.168156,0.167485,-0.566801,0.231159
2615,0,-7.63591e-06,-0.00467307,-0.00233245,0.00204604,-1.8743e-05,-0.000182904,0.566688,-0.231023,-0.168157,-0.167508
2620,0,-8.44197e-06,-0.00470704,-0.00257988,0.00135311,-8.02206e-05,-0.000142123,0.566743,-0.23105,-0.167969,-0.167724
2625,0,-9.27318e-06,-0.00485812,-0.00275414,0.000448646,-0.000146367,-8.92001e-05,0.566778,-0.231066,-0.167743,-0.167969
2630,0,-1.01561e-05,-0.00512132,-0.00285821,-0.000495651,-0.000203838,-6.25568e-05,0.231128,-0.566839,0.168135,0.167576
2635,0,-1.10851e-05,-0.00547292,-0.00290671,-0.00155934,-0.000251025,-4.30098e-05,0.231195,-0.566881,0.168254,0.167432
2640,0,-1.20378e-05,-0.00585205,-0.00293724,-0.00218875,-0.000252845,-4.69721e-05,0.231221,-0.566879,0.168236,0.167422
2645,0,-1.30199e-05,-0.00623209,-0.00296661,-0.00274736,-0.000262634,-4.01162e-05,0.231243,-0.566869,0.168253,0.167373
2650,0,-1.40257e-05,-0.0066124,-0.00299491,-0.00294358,-0.000255647,-4.00548e-05,0.231235,-0.566848,0.168233,0.16738
2655,0,-1.50511e-05,-0.00699282,-0.00302285,-0.00298515,-0.000259394,-4.19485e-05,0.231248,-0.566858,0.168235,0.167375
2660,0,-1.61058e-05,-0.00737319,-0.00305061,-0.002747,-0.000258223,-4.41814e-05,0.231242,-0.566868,0.168236,0.16739
2665,0,-1.71815e-05,-0.00775334,-0.00307882,-0.00240194,-0.000274088,-3.30434e-05,0.231241,-0.566888,0.1683,0.167347
2670,0,-1.82907e-05,-0.00813314,-0.00310774,-0.00186893,-0.000266353,-5.13436e-05,0.231248,-0.566922,0.168262,0.167411
2675,0,-1.94153e-05,-0.00851242,-0.00313796,-0.00103967,-0.000277322,-4.06033e-05,0.231235,-0.566936,0.168319,0.167383
2680,0,-2.04938e-05,-0.00887879,-0.00316237,-9.10238e-05,-0.000263363,-3.59497e-05,0.231192,-0.566906,0.168307,0.167407
2685,0,-2.12453e-05,-0.00918941,-0.00315513,0.00104476,-0.000221809,5.60754e-07,0.168288,0.167414,0.231046,-0.566747
2690,0,-2.15583e-05,-0.00942992,-0.00310761,0.00196555,-0.000196483,1.38064e-05,0.168195,0.167474,0.231038,-0.566707
2695,0,-2.17496e-05,-0.00965261,-0.00305115,0.00242491,-0.000191582,1.29227e-05,0.168176,0.16747,0.231039,-0.566684
2700,0,-2.19159e-05,-0.00987511,-0.00299509,0.00268843,-0.000200031,4.6231e-06,0.168201,0.167429,0.231047,-0.566676
2705,0,-2.20668e-05,-0.0100977,-0.00293948,0.00254742,-0.000191211,1.69859e-05,0.168163,0.167475,0.231049,-0.566688
2710,0,-2.22023e-05,-0.0103204,-0.00288337,0.00237041,-0.000210314,1.93882e-05,0.168201,0.167447,0.231087,-0.566735
2715,0,-2.23182e-05,-0.0105435,-0.00282642,0.00181172,-0.000198053,2.07682e-05,0.168188,0.167488,0.231052,-0.566727
2720,0,-2.24146e-05,-0.0107669,-0.00276831,0.00140006,-0.000206056,1.05427e-05,0.168232,0.167459,0.23104,-0.566731
2725,0,-2.2497e-05,-0.0109907,-0.00270863,0.000812959,-0.000201293,1.47417e-05,0.168222,0.167485,0.231031,-0.566737
2730,0,-2.25655e-05,-0.011215,-0.00264712,-2.90997e-05,-0.00020619,1.35625e-05,-0.167477,-0.168238,0.566749,-0.231034
2735,0,-2.26116e-05,-0.0114397,-0.00258359,-0.000625147,-0.000205545,1.61878e-05,-0.167481,-0.168229,0.56675,-0.23104
2740,0,-2.26451e-05,-0.0116647,-0.002519,-0.00108818,-0.000218626,2.85098e-05,-0.167474,-0.168226,0.566796,-0.231095
2745,0,-2.26563e-05,-0.0118898,-0.00245315,-0.00113627,-0.000210916,2.36856e-05,-0.16748,-0.16822,0.56677,-0.231071
2750,0,-2.26577e-05,-0.012115,-0.00238743,-0.00116337,-0.000211802,1.5149e-05,-0.167461,-0.168238,0.566755,-0.231056
2755,0,-2.26409e-05,-0.01234,-0.00232194,-0.000851939,-0.000220646,2.54403e-05,-0.167467,-0.168239,0.566796,-0.231091
2760,0,-2.26074e-05,-0.0125648,-0.00225753,-0.000448759,-0.000203778,1.03178e-05,-0.167474,-0.168238,0.566736,-0.231024
2765,0,-2.25599e-05,-0.0127893,-0.00219472,0.000218584,-0.000208042,1.6839e-05,0.168235,0.167479,0.231045,-0.566758
2770,0,-2.24984e-05,-0.0130135,-0.00213423,0.000802305,-0.000221158,2.79391e-05,0.168235,0.167471,0.231096,-0.566803
2775,0,-2.24146e-05,-0.0132369,-0.00207531,0.0011446,-0.000218277,2.06603e-05,0.16824,0.167459,0.23108,-0.566779
2780,0,-2.2342e-05,-0.0134538,-0.00202149,0.00136278,-0.00021936,1.16323e-05,0.168257,0.167436,0.231067,-0.56676
2785,0,-2.23028e-05,-0.0136551,-0.0019775,0.00134939,-0.000195526,1.83615e-05,0.168196,0.167496,0.231033,-0.566726
2790,0,-2.24006e-05,-0.0138188,-0.00195645,0.0011415,-0.000172,-1.38301e-05,0.566674,-0.230975,-0.167537,-0.168162
2795,0,-2.27108e-05,-0.013923,-0.00197138,0.000761717,-0.000155226,-3.05474e-05,0.566678,-0.23097,-0.167607,-0.1681
2800,0,-2.31885e-05,-0.0139815,-0.00201251,3.2246e-05,-0.000115977,-3.74382e-05,0.566617,-0.230903,-0.167702,-0.168012
2805,0,-2.38423e-05,-0.0139962,-0.00207791,-0.000861422,-9.91694e-05,-5.68228e-05,0.230912,-0.566618,0.167936,0.167769
2810,0,-2.45883e-05,-0.0139847,-0.00215672,-0.00175863,-9.12696e-05,-4.75039e-05,0.230892,-0.56657,0.167925,0.167753
2815,0,-2.53357e-05,-0.0139725,-0.00223356,-0.00238002,-9.02433e-05,-7.04155e-05,0.23095,-0.566598,0.167863,0.167785
2820,0,-2.60747e-05,-0.0139607,-0.00230893,-0.00275092,-0.000101636,-7.06698e-05,0.230985,-0.56661,0.167874,0.167752
2825,0,-2.68235e-05,-0.013949,-0.00238323,-0.00283584,-8.98395e-05,-6.14427e-05,0.230946,-0.566566,0.167866,0.167754
2830,0,-2.75639e-05,-0.0139374,-0.00245802,-0.00270034,-9.5649e-05,-5.76142e-05,0.230945,-0.566574,0.16789,0.167739
2835,0,-2.82973e-05,-0.0139258,-0.00253348,-0.00242487,-0.000104456,-6.37591e-05,0.230967,-0.566612,0.167903,0.167742
2840,0,-2.90349e-05,-0.0139137,-0.00261059,-0.00181093,-8.66318e-05,-6.32485e-05,0.230915,-0.566591,0.167884,0.167792
2845,0,-2.96426e-05,-0.0138853,-0.00267993,-0.00112989,-6.58576e-05,-5.63762e-05,0.230849,-0.566548,0.167868,0.167831
2850,0,-2.9746e-05,-0.013796,-0.00271493,-0.000132794,-2.36984e-05,-3.35162e-05,0.230713,-0.566427,0.167838,0.167876
2855,0,-2.89846e-05,-0.0135984,-0.00268717,0.000971818,4.93548e-05,1.50581e-05,-0.230733,0.566436,-0.167919,-0.167784
2860,0,-2.74004e-05,-0.0132941,-0.00259736,0.00199084,8.29331e-05,4.56156e-05,-0.230877,0.566545,-0.167908,-0.16776
2865,0,-2.57213e-05,-0.0129706,-0.00249825,0.00251632,7.68767e-05,3.54466e-05,-0.230859,0.566499,-0.167902,-0.167738
2870,0,-2.40882e-05,-0.0126469,-0.00240058,0.00291595,8.85914e-05,4.34179e-05,-0.23091,0.566525,-0.167896,-0.167718
2875,0,-2.25138e-05,-0.0123233,-0.00230326,0.00309954,9.75253e-05,4.50238e-05,-0.230938,0.566539,-0.167904,-0.167697
2880,0,-2.09855e-05,-0.0119996,-0.00220625,0.00310567,9.16766e-05,4.0805e-05,-0.230918,0.566519,-0.167901,-0.1677
2885,0,-1.95145e-05,-0.0116761,-0.00210844,0.00298648,9.67825e-05,4.22878e-05,-0.230927,0.566537,-0.167912,-0.167697
2890,0,-1.80909e-05,-0.0113528,-0.00201018,0.00270188,9.63347e-05,4.90458e-05,-0.23093,0.566559,-0.167908,-0.167721
2895,0,-1.67233e-05,-0.0110297,-0.00191076,0.00243276,0.000100752,4.41356e-05,-0.230921,0.566566,-0.167934,-0.167711
2900,0,-1.54031e-05,-0.0107068,-0.00181067,0.00221021,0.000111433,4.37344e-05,-0.230935,0.566592,-0.167962,-0.167695
2905,0,-1.41319e-05,-0.0103841,-0.0017096,0.00204339,0.000105258,4.66886e-05,-0.230924,0.56659,-0.167948,-0.167717
2910,0,-1.29193e-05,-0.0100616,-0.00160727,0.00146006,0.000110091,4.62995e-05,-0.230921,0.566611,-0.167971,-0.167719
2915,0,-1.17528e-05,-0.00973939,-0.00150365,0.000952207,0.000114865,5.69307e-05,-0.230945,0.566648,-0.167966,-0.167737
2920,0,-1.06338e-05,-0.00941739,-0.00139855,0.000289713,0.000110828,5.44667e-05,-0.230927,0.56664,-0.167968,-0.167745
2925,0,-9.57074e-06,-0.00909563,-0.00129171,-0.000465631,0.000111324,5.47605e-05,-0.566641,0.230929,0.167744,0.167968
2930,0,-8.55234e-06,-0.0087741,-0.00118312,-0.00122123,0.000116285,4.69332e-05,-0.566628,0.230931,0.167711,0.167985
2935,0,-7.58562e-06,-0.00845271,-0.0010732,-0.00181604,0.000117175,6.08291e-05,-0.566646,0.230971,0.167727,0.167949
2940,0,-6.66641e-06,-0.00813141,-0.000962064,-0.00243985,0.000127259,5.58602e-05,-0.566641,0.230996,0.167681,0.167963
2945,0,-5.7891e-06,-0.0078101,-0.000849947,-0.00297589,0.000127031,4.75195e-05,-0.566607,0.230997,0.167648,0.167962
2950,0,-4.97326e-06,-0.00748877,-0.000737697,-0.00316166,0.000130242,4.7122e-05,-0.566606,0.231009,0.167634,0.167963
2955,0,-4.19794e-06,-0.00716734,-0.000625044,-0.00318778,0.000128352,4.76013e-05,-0.566602,0.231007,0.167638,0.167957
2960,0,-3.4729e-06,-0.00684581,-0.000512525,-0.00331308,0.000137717,5.95297e-05,-0.56664,0.231054,0.167638,0.167947
2965,0,-2.79397e-06,-0.00652414,-0.000400364,-0.00319717,0.00013241,5.95342e-05,-0.566633,0.231039,0.167653,0.167941
2970,0,-2.17231e-06,-0.00620351,-0.000289544,-0.00284927,0.000123526,5.36169e-05,-0.566616,0.230997,0.167671,0.167948
2975,0,-1.6694e-06,-0.00590894,-0.000195712,-0.00248222,0.000115075,4.6126e-05,-0.566597,0.230954,0.167685,0.167957
2980,0,-1.40537e-06,-0.00568691,-0.0001477,-0.0018515,6.21995e-05,1.7759e-05,-0.566452,0.230778,0.167749,0.167925
2985,0,-1.47521e-06,-0.00558483,-0.000174746,-0.00114173,-1.394e-05,-2.98911e-05,0.230694,-0.566393,0.167818,0.167881
2990,0,-1.89152e-06,-0.00561217,-0.000283197,-0.000295536,-7.63766e-05,-6.9779e-05,0.230889,-0.566602,0.16787,0.167844
2995,0,-2.47546e-06,-0.00569686,-0.000427991,0.000544653,-9.27762e-05,-8.3278e-05,0.56666,-0.230949,-0.167837,-0.167874
3000,0,-3.1013e-06,-0.0057866,-0.000577256,0.00123121,-8.99391e-05,-8.48143e-05,0.56665,-0.230954,-0.167838,-0.167858
3005,0,-3.73134e-06,-0.00587622,-0.000727236,0.00162489,-8.9242e-05,-9.25312e-05,0.566658,-0.230974,-0.167848,-0.167835
3010,0,-4.37954e-06,-0.0059657,-0.000877708,0.00198442,-9.88524e-05,-9.2949e-05,0.56667,-0.231002,-0.167822,-0.167846
3015,0,-5.0501e-06,-0.00605504,-0.00102858,0.00205237,-0.000100515,-9.21059e-05,0.56667,-0.231005,-0.167816,-0.167849
3020,0,-5.73182e-06,-0.00614426,-0.00117937,0.00212916,-9.71876e-05,-8.45768e-05,0.566647,-0.230985,-0.167806,-0.167855
3025,0,-6.4359e-06,-0.00623336,-0.00133047,0.00207312,-9.22926e-05,-9.8453e-05,0.566666,-0.231002,-0.167844,-0.16782
3030,0,-7.15256e-06,-0.00632236,-0.00148125,0.00212541,-9.46965e-05,-9.94665e-05,0.566671,-0.23101,-0.16784,-0.167821
3035,0,-7.89016e-06,-0.00641128,-0.00163221,0.00202834,-9.30224e-05,-9.38191e-05,0.566659,-0.230993,-0.167835,-0.167831
3040,0,-8.64314e-06,-0.00650012,-0.00178309,0.00188009,-0.000103909,-9.36278e-05,0.566684,-0.231011,-0.167816,-0.167857
3045,0,-9.40729e-06,-0.00658893,-0.00193365,0.00166078,-9.11931e-05,-8.89428e-05,0.566654,-0.230972,-0.167837,-0.167845
3050,0,-1.01938e-05,-0.00667777,-0.00208394,0.00143068,-9.47141e-05,-0.000100137,0.566687,-0.230997,-0.167856,-0.167834
3055,0,-1.09971e-05,-0.00676673,-0.00223352,0.000952204,-0.000105878,-0.000103106,0.566722,-0.231018,-0.167846,-0.167857
3060,0,-1.18143e-05,-0.0068559,-0.00238234,0.000391722,-9.61407e-05,-0.000107997,0.566716,-0.231004,-0.16788,-0.167833
3065,0,-1.26553e-05,-0.00694542,-0.00253022,-0.000194754,-0.000105955,-9.53321e-05,0.230998,-0.566711,0.167878,0.167836
3070,0,-1.35046e-05,-0.00703538,-0.00267676,-0.000808604,-0.000105439,-0.000107483,0.231024,-0.566731,0.167849,0.167857
